name,count,unified,subgroup,group
tone,None,1F482-1F3FE-200D-2642,person-role,Smileys & People
tone,None,1F482-1F3FF-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F482-1F3FF-200D-2642,person-role,Smileys & People
guard,None,1F482-200D-2640-FE0F,person-role,Smileys & People
guard,None,1F482-200D-2640,person-role,Smileys & People
tone,None,1F482-1F3FB-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F482-1F3FB-200D-2640,person-role,Smileys & People
tone,None,1F482-1F3FC-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F482-1F3FC-200D-2640,person-role,Smileys & People
tone,None,1F482-1F3FD-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F482-1F3FD-200D-2640,person-role,Smileys & People
tone,None,1F482-1F3FE-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F482-1F3FE-200D-2640,person-role,Smileys & People
tone,None,1F482-1F3FF-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F482-1F3FF-200D-2640,person-role,Smileys & People
worker,2,1F477,person-role,Smileys & People
tone,None,1F477-1F3FB,person-role,Smileys & People
tone,None,1F477-1F3FC,person-role,Smileys & People
tone,None,1F477-1F3FD,person-role,Smileys & People
tone,None,1F477-1F3FE,person-role,Smileys & People
tone,None,1F477-1F3FF,person-role,Smileys & People
worker,None,1F477-200D-2642-FE0F,person-role,Smileys & People
worker,None,1F477-200D-2642,person-role,Smileys & People
tone,None,1F477-1F3FB-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F477-1F3FB-200D-2642,person-role,Smileys & People
tone,None,1F477-1F3FC-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F477-1F3FC-200D-2642,person-role,Smileys & People
tone,None,1F477-1F3FD-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F477-1F3FD-200D-2642,person-role,Smileys & People
tone,None,1F477-1F3FE-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F477-1F3FE-200D-2642,person-role,Smileys & People
tone,None,1F477-1F3FF-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F477-1F3FF-200D-2642,person-role,Smileys & People
worker,None,1F477-200D-2640-FE0F,person-role,Smileys & People
worker,None,1F477-200D-2640,person-role,Smileys & People
tone,None,1F477-1F3FB-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F477-1F3FB-200D-2640,person-role,Smileys & People
tone,None,1F477-1F3FC-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F477-1F3FC-200D-2640,person-role,Smileys & People
tone,None,1F477-1F3FD-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F477-1F3FD-200D-2640,person-role,Smileys & People
tone,None,1F477-1F3FE-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F477-1F3FE-200D-2640,person-role,Smileys & People
tone,None,1F477-1F3FF-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F477-1F3FF-200D-2640,person-role,Smileys & People
prince,None,1F934,person-role,Smileys & People
tone,None,1F934-1F3FB,person-role,Smileys & People
tone,None,1F934-1F3FC,person-role,Smileys & People
tone,None,1F934-1F3FD,person-role,Smileys & People
tone,None,1F934-1F3FE,person-role,Smileys & People
tone,None,1F934-1F3FF,person-role,Smileys & People
princess,21,1F478,person-role,Smileys & People
tone,None,1F478-1F3FB,person-role,Smileys & People
tone,None,1F478-1F3FC,person-role,Smileys & People
tone,None,1F478-1F3FD,person-role,Smileys & People
tone,None,1F478-1F3FE,person-role,Smileys & People
tone,None,1F478-1F3FF,person-role,Smileys & People
turban,2,1F473,person-role,Smileys & People
tone,None,1F473-1F3FB,person-role,Smileys & People
tone,None,1F473-1F3FC,person-role,Smileys & People
tone,None,1F473-1F3FD,person-role,Smileys & People
tone,None,1F473-1F3FE,person-role,Smileys & People
tone,None,1F473-1F3FF,person-role,Smileys & People
turban,None,1F473-200D-2642-FE0F,person-role,Smileys & People
turban,None,1F473-200D-2642,person-role,Smileys & People
tone,None,1F473-1F3FB-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F473-1F3FB-200D-2642,person-role,Smileys & People
tone,None,1F473-1F3FC-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F473-1F3FC-200D-2642,person-role,Smileys & People
tone,None,1F473-1F3FD-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F473-1F3FD-200D-2642,person-role,Smileys & People
tone,None,1F473-1F3FE-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F473-1F3FE-200D-2642,person-role,Smileys & People
tone,None,1F473-1F3FF-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F473-1F3FF-200D-2642,person-role,Smileys & People
turban,None,1F473-200D-2640-FE0F,person-role,Smileys & People
turban,None,1F473-200D-2640,person-role,Smileys & People
tone,None,1F473-1F3FB-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F473-1F3FB-200D-2640,person-role,Smileys & People
tone,None,1F473-1F3FC-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F473-1F3FC-200D-2640,person-role,Smileys & People
tone,None,1F473-1F3FD-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F473-1F3FD-200D-2640,person-role,Smileys & People
tone,None,1F473-1F3FE-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F473-1F3FE-200D-2640,person-role,Smileys & People
tone,None,1F473-1F3FF-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F473-1F3FF-200D-2640,person-role,Smileys & People
cap,1,1F472,person-role,Smileys & People
tone,None,1F472-1F3FB,person-role,Smileys & People
tone,None,1F472-1F3FC,person-role,Smileys & People
tone,None,1F472-1F3FD,person-role,Smileys & People
tone,None,1F472-1F3FE,person-role,Smileys & People
tone,None,1F472-1F3FF,person-role,Smileys & People
headscarf,None,1F9D5,person-role,Smileys & People
tone,None,1F9D5-1F3FB,person-role,Smileys & People
tone,None,1F9D5-1F3FC,person-role,Smileys & People
tone,None,1F9D5-1F3FD,person-role,Smileys & People
tone,None,1F9D5-1F3FE,person-role,Smileys & People
tone,None,1F9D5-1F3FF,person-role,Smileys & People
person,None,1F9D4,person-role,Smileys & People
tone,None,1F9D4-1F3FB,person-role,Smileys & People
tone,None,1F9D4-1F3FC,person-role,Smileys & People
tone,None,1F9D4-1F3FD,person-role,Smileys & People
tone,None,1F9D4-1F3FE,person-role,Smileys & People
tone,None,1F9D4-1F3FF,person-role,Smileys & People
person,6,1F471,person-role,Smileys & People
tone,None,1F471-1F3FB,person-role,Smileys & People
tone,None,1F471-1F3FC,person-role,Smileys & People
tone,None,1F471-1F3FD,person-role,Smileys & People
tone,None,1F471-1F3FE,person-role,Smileys & People
tone,None,1F471-1F3FF,person-role,Smileys & People
man,None,1F471-200D-2642-FE0F,person-role,Smileys & People
man,None,1F471-200D-2642,person-role,Smileys & People
tone,None,1F471-1F3FB-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F471-1F3FB-200D-2642,person-role,Smileys & People
tone,None,1F471-1F3FC-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F471-1F3FC-200D-2642,person-role,Smileys & People
tone,None,1F471-1F3FD-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F471-1F3FD-200D-2642,person-role,Smileys & People
tone,None,1F471-1F3FE-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F471-1F3FE-200D-2642,person-role,Smileys & People
tone,None,1F471-1F3FF-200D-2642-FE0F,person-role,Smileys & People
tone,None,1F471-1F3FF-200D-2642,person-role,Smileys & People
woman,None,1F471-200D-2640-FE0F,person-role,Smileys & People
woman,None,1F471-200D-2640,person-role,Smileys & People
tone,None,1F471-1F3FB-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F471-1F3FB-200D-2640,person-role,Smileys & People
tone,None,1F471-1F3FC-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F471-1F3FC-200D-2640,person-role,Smileys & People
tone,None,1F471-1F3FD-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F471-1F3FD-200D-2640,person-role,Smileys & People
tone,None,1F471-1F3FE-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F471-1F3FE-200D-2640,person-role,Smileys & People
tone,None,1F471-1F3FF-200D-2640-FE0F,person-role,Smileys & People
tone,None,1F471-1F3FF-200D-2640,person-role,Smileys & People
tuxedo,None,1F935,person-role,Smileys & People
tone,None,1F935-1F3FB,person-role,Smileys & People
tone,None,1F935-1F3FC,person-role,Smileys & People
tone,None,1F935-1F3FD,person-role,Smileys & People
tone,None,1F935-1F3FE,person-role,Smileys & People
tone,None,1F935-1F3FF,person-role,Smileys & People
veil,9,1F470,person-role,Smileys & People
tone,None,1F470-1F3FB,person-role,Smileys & People
tone,None,1F470-1F3FC,person-role,Smileys & People
tone,None,1F470-1F3FD,person-role,Smileys & People
tone,None,1F470-1F3FE,person-role,Smileys & People
tone,None,1F470-1F3FF,person-role,Smileys & People
woman,None,1F930,person-role,Smileys & People
tone,None,1F930-1F3FB,person-role,Smileys & People
tone,None,1F930-1F3FC,person-role,Smileys & People
tone,None,1F930-1F3FD,person-role,Smileys & People
tone,None,1F930-1F3FE,person-role,Smileys & People
tone,None,1F930-1F3FF,person-role,Smileys & People
breast-feeding,None,1F931,person-role,Smileys & People
tone,None,1F931-1F3FB,person-role,Smileys & People
tone,None,1F931-1F3FC,person-role,Smileys & People
tone,None,1F931-1F3FD,person-role,Smileys & People
tone,None,1F931-1F3FE,person-role,Smileys & People
tone,None,1F931-1F3FF,person-role,Smileys & People
angel,10,1F47C,person-fantasy,Smileys & People
tone,None,1F47C-1F3FB,person-fantasy,Smileys & People
tone,None,1F47C-1F3FC,person-fantasy,Smileys & People
tone,None,1F47C-1F3FD,person-fantasy,Smileys & People
tone,None,1F47C-1F3FE,person-fantasy,Smileys & People
tone,None,1F47C-1F3FF,person-fantasy,Smileys & People
Claus,2,1F385,person-fantasy,Smileys & People
tone,None,1F385-1F3FB,person-fantasy,Smileys & People
tone,None,1F385-1F3FC,person-fantasy,Smileys & People
tone,None,1F385-1F3FD,person-fantasy,Smileys & People
tone,None,1F385-1F3FE,person-fantasy,Smileys & People
tone,None,1F385-1F3FF,person-fantasy,Smileys & People
Claus,None,1F936,person-fantasy,Smileys & People
tone,None,1F936-1F3FB,person-fantasy,Smileys & People
tone,None,1F936-1F3FC,person-fantasy,Smileys & People
tone,None,1F936-1F3FD,person-fantasy,Smileys & People
tone,None,1F936-1F3FE,person-fantasy,Smileys & People
tone,None,1F936-1F3FF,person-fantasy,Smileys & People
mage,None,1F9D9,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FB,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FC,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FD,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FE,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FF,person-fantasy,Smileys & People
mage,None,1F9D9-200D-2640-FE0F,person-fantasy,Smileys & People
mage,None,1F9D9-200D-2640,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FB-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FB-200D-2640,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FC-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FC-200D-2640,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FD-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FD-200D-2640,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FE-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FE-200D-2640,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FF-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FF-200D-2640,person-fantasy,Smileys & People
mage,None,1F9D9-200D-2642-FE0F,person-fantasy,Smileys & People
mage,None,1F9D9-200D-2642,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FB-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FB-200D-2642,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FC-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FC-200D-2642,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FD-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FD-200D-2642,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FE-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FE-200D-2642,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FF-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9D9-1F3FF-200D-2642,person-fantasy,Smileys & People
fairy,None,1F9DA,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FB,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FC,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FD,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FE,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FF,person-fantasy,Smileys & People
fairy,None,1F9DA-200D-2640-FE0F,person-fantasy,Smileys & People
fairy,None,1F9DA-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FB-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FB-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FC-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FC-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FD-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FD-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FE-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FE-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FF-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FF-200D-2640,person-fantasy,Smileys & People
fairy,None,1F9DA-200D-2642-FE0F,person-fantasy,Smileys & People
fairy,None,1F9DA-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FB-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FB-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FC-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FC-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FD-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FD-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FE-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FE-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FF-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DA-1F3FF-200D-2642,person-fantasy,Smileys & People
vampire,None,1F9DB,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FB,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FC,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FD,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FE,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FF,person-fantasy,Smileys & People
vampire,None,1F9DB-200D-2640-FE0F,person-fantasy,Smileys & People
vampire,None,1F9DB-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FB-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FB-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FC-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FC-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FD-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FD-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FE-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FE-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FF-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FF-200D-2640,person-fantasy,Smileys & People
vampire,None,1F9DB-200D-2642-FE0F,person-fantasy,Smileys & People
vampire,None,1F9DB-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FB-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FB-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FC-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FC-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FD-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FD-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FE-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FE-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FF-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DB-1F3FF-200D-2642,person-fantasy,Smileys & People
merperson,None,1F9DC,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FB,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FC,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FD,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FE,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FF,person-fantasy,Smileys & People
mermaid,None,1F9DC-200D-2640-FE0F,person-fantasy,Smileys & People
mermaid,None,1F9DC-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FB-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FB-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FC-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FC-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FD-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FD-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FE-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FE-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FF-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FF-200D-2640,person-fantasy,Smileys & People
merman,None,1F9DC-200D-2642-FE0F,person-fantasy,Smileys & People
merman,None,1F9DC-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FB-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FB-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FC-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FC-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FD-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FD-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FE-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FE-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FF-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DC-1F3FF-200D-2642,person-fantasy,Smileys & People
elf,None,1F9DD,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FB,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FC,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FD,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FE,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FF,person-fantasy,Smileys & People
elf,None,1F9DD-200D-2640-FE0F,person-fantasy,Smileys & People
elf,None,1F9DD-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FB-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FB-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FC-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FC-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FD-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FD-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FE-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FE-200D-2640,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FF-200D-2640-FE0F,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FF-200D-2640,person-fantasy,Smileys & People
elf,None,1F9DD-200D-2642-FE0F,person-fantasy,Smileys & People
elf,None,1F9DD-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FB-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FB-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FC-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FC-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FD-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FD-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FE-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FE-200D-2642,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FF-200D-2642-FE0F,person-fantasy,Smileys & People
tone,None,1F9DD-1F3FF-200D-2642,person-fantasy,Smileys & People
genie,None,1F9DE,person-fantasy,Smileys & People
genie,None,1F9DE-200D-2640-FE0F,person-fantasy,Smileys & People
genie,None,1F9DE-200D-2640,person-fantasy,Smileys & People
genie,None,1F9DE-200D-2642-FE0F,person-fantasy,Smileys & People
genie,None,1F9DE-200D-2642,person-fantasy,Smileys & People
zombie,None,1F9DF,person-fantasy,Smileys & People
zombie,None,1F9DF-200D-2640-FE0F,person-fantasy,Smileys & People
zombie,None,1F9DF-200D-2640,person-fantasy,Smileys & People
zombie,None,1F9DF-200D-2642-FE0F,person-fantasy,Smileys & People
zombie,None,1F9DF-200D-2642,person-fantasy,Smileys & People
frowning,2,1F64D,person-gesture,Smileys & People
tone,None,1F64D-1F3FB,person-gesture,Smileys & People
tone,None,1F64D-1F3FC,person-gesture,Smileys & People
tone,None,1F64D-1F3FD,person-gesture,Smileys & People
tone,None,1F64D-1F3FE,person-gesture,Smileys & People
tone,None,1F64D-1F3FF,person-gesture,Smileys & People
frowning,None,1F64D-200D-2642-FE0F,person-gesture,Smileys & People
frowning,None,1F64D-200D-2642,person-gesture,Smileys & People
tone,None,1F64D-1F3FB-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64D-1F3FB-200D-2642,person-gesture,Smileys & People
tone,None,1F64D-1F3FC-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64D-1F3FC-200D-2642,person-gesture,Smileys & People
tone,None,1F64D-1F3FD-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64D-1F3FD-200D-2642,person-gesture,Smileys & People
tone,None,1F64D-1F3FE-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64D-1F3FE-200D-2642,person-gesture,Smileys & People
tone,None,1F64D-1F3FF-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64D-1F3FF-200D-2642,person-gesture,Smileys & People
frowning,None,1F64D-200D-2640-FE0F,person-gesture,Smileys & People
frowning,None,1F64D-200D-2640,person-gesture,Smileys & People
tone,None,1F64D-1F3FB-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64D-1F3FB-200D-2640,person-gesture,Smileys & People
tone,None,1F64D-1F3FC-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64D-1F3FC-200D-2640,person-gesture,Smileys & People
tone,None,1F64D-1F3FD-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64D-1F3FD-200D-2640,person-gesture,Smileys & People
tone,None,1F64D-1F3FE-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64D-1F3FE-200D-2640,person-gesture,Smileys & People
tone,None,1F64D-1F3FF-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64D-1F3FF-200D-2640,person-gesture,Smileys & People
pouting,4,1F64E,person-gesture,Smileys & People
tone,None,1F64E-1F3FB,person-gesture,Smileys & People
tone,None,1F64E-1F3FC,person-gesture,Smileys & People
tone,None,1F64E-1F3FD,person-gesture,Smileys & People
tone,None,1F64E-1F3FE,person-gesture,Smileys & People
tone,None,1F64E-1F3FF,person-gesture,Smileys & People
pouting,None,1F64E-200D-2642-FE0F,person-gesture,Smileys & People
pouting,None,1F64E-200D-2642,person-gesture,Smileys & People
tone,None,1F64E-1F3FB-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64E-1F3FB-200D-2642,person-gesture,Smileys & People
tone,None,1F64E-1F3FC-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64E-1F3FC-200D-2642,person-gesture,Smileys & People
tone,None,1F64E-1F3FD-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64E-1F3FD-200D-2642,person-gesture,Smileys & People
tone,None,1F64E-1F3FE-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64E-1F3FE-200D-2642,person-gesture,Smileys & People
tone,None,1F64E-1F3FF-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64E-1F3FF-200D-2642,person-gesture,Smileys & People
pouting,None,1F64E-200D-2640-FE0F,person-gesture,Smileys & People
pouting,None,1F64E-200D-2640,person-gesture,Smileys & People
tone,None,1F64E-1F3FB-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64E-1F3FB-200D-2640,person-gesture,Smileys & People
tone,None,1F64E-1F3FC-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64E-1F3FC-200D-2640,person-gesture,Smileys & People
tone,None,1F64E-1F3FD-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64E-1F3FD-200D-2640,person-gesture,Smileys & People
tone,None,1F64E-1F3FE-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64E-1F3FE-200D-2640,person-gesture,Smileys & People
tone,None,1F64E-1F3FF-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64E-1F3FF-200D-2640,person-gesture,Smileys & People
NO,8,1F645,person-gesture,Smileys & People
tone,None,1F645-1F3FB,person-gesture,Smileys & People
tone,None,1F645-1F3FC,person-gesture,Smileys & People
tone,None,1F645-1F3FD,person-gesture,Smileys & People
tone,None,1F645-1F3FE,person-gesture,Smileys & People
tone,None,1F645-1F3FF,person-gesture,Smileys & People
NO,None,1F645-200D-2642-FE0F,person-gesture,Smileys & People
NO,None,1F645-200D-2642,person-gesture,Smileys & People
tone,None,1F645-1F3FB-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F645-1F3FB-200D-2642,person-gesture,Smileys & People
tone,None,1F645-1F3FC-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F645-1F3FC-200D-2642,person-gesture,Smileys & People
tone,None,1F645-1F3FD-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F645-1F3FD-200D-2642,person-gesture,Smileys & People
tone,None,1F645-1F3FE-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F645-1F3FE-200D-2642,person-gesture,Smileys & People
tone,None,1F645-1F3FF-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F645-1F3FF-200D-2642,person-gesture,Smileys & People
NO,None,1F645-200D-2640-FE0F,person-gesture,Smileys & People
NO,None,1F645-200D-2640,person-gesture,Smileys & People
tone,None,1F645-1F3FB-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F645-1F3FB-200D-2640,person-gesture,Smileys & People
tone,None,1F645-1F3FC-200D-2640-FE0F,person-gesture,Smileys & People
