name,count,unified,subgroup,group
sign,None,2642,other-symbol,Symbols
symbol,None,2695-FE0F,other-symbol,Symbols
symbol,None,2695,other-symbol,Symbols
symbol,None,267B-FE0F,other-symbol,Symbols
symbol,2,267B,other-symbol,Symbols
fleur-de-lis,None,269C-FE0F,other-symbol,Symbols
fleur-de-lis,None,269C,other-symbol,Symbols
emblem,None,1F531,other-symbol,Symbols
badge,None,1F4DB,other-symbol,Symbols
beginner,None,1F530,other-symbol,Symbols
circle,None,2B55,other-symbol,Symbols
mark,16,2705,other-symbol,Symbols
check,None,2611-FE0F,other-symbol,Symbols
check,5,2611,other-symbol,Symbols
mark,None,2714-FE0F,other-symbol,Symbols
mark,37,2714,other-symbol,Symbols
x,None,2716-FE0F,other-symbol,Symbols
x,8,2716,other-symbol,Symbols
mark,13,274C,other-symbol,Symbols
button,None,274E,other-symbol,Symbols
sign,8,2795,other-symbol,Symbols
sign,4,2796,other-symbol,Symbols
sign,None,2797,other-symbol,Symbols
loop,1,27B0,other-symbol,Symbols
loop,1,27BF,other-symbol,Symbols
mark,None,303D-FE0F,other-symbol,Symbols
mark,1,303D,other-symbol,Symbols
asterisk,None,2733-FE0F,other-symbol,Symbols
asterisk,None,2733,other-symbol,Symbols
star,None,2734-FE0F,other-symbol,Symbols
star,3,2734,other-symbol,Symbols
sparkle,None,2747-FE0F,other-symbol,Symbols
sparkle,4,2747,other-symbol,Symbols
mark,None,203C-FE0F,other-symbol,Symbols
mark,67,203C,other-symbol,Symbols
mark,None,2049-FE0F,other-symbol,Symbols
mark,3,2049,other-symbol,Symbols
mark,4,2753,other-symbol,Symbols
mark,None,2754,other-symbol,Symbols
mark,2,2755,other-symbol,Symbols
mark,32,2757,other-symbol,Symbols
dash,None,3030-FE0F,other-symbol,Symbols
dash,3,3030,other-symbol,Symbols
copyright,None,00A9-FE0F,other-symbol,Symbols
copyright,7,00A9,other-symbol,Symbols
registered,None,00AE-FE0F,other-symbol,Symbols
registered,21,00AE,other-symbol,Symbols
mark,None,2122-FE0F,other-symbol,Symbols
mark,8,2122,other-symbol,Symbols
#,None,0023-FE0F-20E3,keycap,Symbols
#,1,0023-20E3,keycap,Symbols
*,None,002A-FE0F-20E3,keycap,Symbols
*,None,002A-20E3,keycap,Symbols
0,None,0030-FE0F-20E3,keycap,Symbols
0,None,0030-20E3,keycap,Symbols
1,None,0031-FE0F-20E3,keycap,Symbols
1,2,0031-20E3,keycap,Symbols
2,None,0032-FE0F-20E3,keycap,Symbols
2,2,0032-20E3,keycap,Symbols
3,None,0033-FE0F-20E3,keycap,Symbols
3,2,0033-20E3,keycap,Symbols
4,None,0034-FE0F-20E3,keycap,Symbols
4,2,0034-20E3,keycap,Symbols
5,None,0035-FE0F-20E3,keycap,Symbols
5,None,0035-20E3,keycap,Symbols
6,None,0036-FE0F-20E3,keycap,Symbols
6,None,0036-20E3,keycap,Symbols
7,None,0037-FE0F-20E3,keycap,Symbols
7,1,0037-20E3,keycap,Symbols
8,None,0038-FE0F-20E3,keycap,Symbols
8,None,0038-20E3,keycap,Symbols
9,None,0039-FE0F-20E3,keycap,Symbols
9,1,0039-20E3,keycap,Symbols
10,None,1F51F,keycap,Symbols
points,83,1F4AF,alphanum,Symbols
uppercase,None,1F520,alphanum,Symbols
lowercase,None,1F521,alphanum,Symbols
numbers,None,1F522,alphanum,Symbols
symbols,None,1F523,alphanum,Symbols
letters,None,1F524,alphanum,Symbols
type),None,1F170-FE0F,alphanum,Symbols
type),None,1F170,alphanum,Symbols
type),None,1F18E,alphanum,Symbols
type),None,1F171-FE0F,alphanum,Symbols
type),None,1F171,alphanum,Symbols
button,None,1F191,alphanum,Symbols
button,1,1F192,alphanum,Symbols
button,None,1F193,alphanum,Symbols
information,None,2139-FE0F,alphanum,Symbols
information,1,2139,alphanum,Symbols
button,None,1F194,alphanum,Symbols
M,None,24C2-FE0F,alphanum,Symbols
M,None,24C2,alphanum,Symbols
button,6,1F195,alphanum,Symbols
button,1,1F196,alphanum,Symbols
type),None,1F17E-FE0F,alphanum,Symbols
type),None,1F17E,alphanum,Symbols
button,None,1F197,alphanum,Symbols
button,None,1F17F-FE0F,alphanum,Symbols
button,None,1F17F,alphanum,Symbols
button,2,1F198,alphanum,Symbols
button,4,1F199,alphanum,Symbols
button,1,1F19A,alphanum,Symbols
button,None,1F201,alphanum,Symbols
button,None,1F202-FE0F,alphanum,Symbols
button,None,1F202,alphanum,Symbols
button,None,1F237-FE0F,alphanum,Symbols
button,None,1F237,alphanum,Symbols
button,None,1F236,alphanum,Symbols
button,None,1F22F,alphanum,Symbols
button,None,1F250,alphanum,Symbols
button,None,1F239,alphanum,Symbols
button,None,1F21A,alphanum,Symbols
button,None,1F232,alphanum,Symbols
button,None,1F251,alphanum,Symbols
button,None,1F238,alphanum,Symbols
button,None,1F234,alphanum,Symbols
button,None,1F233,alphanum,Symbols
button,None,3297-FE0F,alphanum,Symbols
button,1,3297,alphanum,Symbols
button,None,3299-FE0F,alphanum,Symbols
button,None,3299,alphanum,Symbols
button,None,1F23A,alphanum,Symbols
button,None,1F235,alphanum,Symbols
square,None,25AA-FE0F,geometric,Symbols
square,6,25AA,geometric,Symbols
square,None,25AB-FE0F,geometric,Symbols
square,2,25AB,geometric,Symbols
square,None,25FB-FE0F,geometric,Symbols
square,None,25FB,geometric,Symbols
square,None,25FC-FE0F,geometric,Symbols
square,None,25FC,geometric,Symbols
square,4,25FD,geometric,Symbols
square,None,25FE,geometric,Symbols
square,None,2B1B,geometric,Symbols
square,None,2B1C,geometric,Symbols
diamond,2,1F536,geometric,Symbols
diamond,None,1F537,geometric,Symbols
diamond,None,1F538,geometric,Symbols
diamond,12,1F539,geometric,Symbols
up,2,1F53A,geometric,Symbols
down,4,1F53B,geometric,Symbols
dot,1,1F4A0,geometric,Symbols
button,None,1F518,geometric,Symbols
button,1,1F532,geometric,Symbols
button,1,1F533,geometric,Symbols
circle,7,26AA,geometric,Symbols
circle,10,26AB,geometric,Symbols
circle,22,1F534,geometric,Symbols
circle,12,1F535,geometric,Symbols
flag,6,1F3C1,flag,Flags
flag,12,1F6A9,flag,Flags
flags,None,1F38C,flag,Flags
flag,None,1F3F4,flag,Flags
flag,None,1F3F3-FE0F,flag,Flags
flag,None,1F3F3,flag,Flags
flag,None,1F3F3-FE0F-200D-1F308,flag,Flags
flag,None,1F3F3-200D-1F308,flag,Flags
Island,None,1F1E6-1F1E8,country-flag,Flags
Andorra,None,1F1E6-1F1E9,country-flag,Flags
Emirates,None,1F1E6-1F1EA,country-flag,Flags
Afghanistan,None,1F1E6-1F1EB,country-flag,Flags
Barbuda,None,1F1E6-1F1EC,country-flag,Flags
Anguilla,None,1F1E6-1F1EE,country-flag,Flags
Albania,None,1F1E6-1F1F1,country-flag,Flags
Armenia,None,1F1E6-1F1F2,country-flag,Flags
Angola,None,1F1E6-1F1F4,country-flag,Flags
Antarctica,None,1F1E6-1F1F6,country-flag,Flags
Argentina,None,1F1E6-1F1F7,country-flag,Flags
Samoa,None,1F1E6-1F1F8,country-flag,Flags
Austria,None,1F1E6-1F1F9,country-flag,Flags
Australia,None,1F1E6-1F1FA,country-flag,Flags
Aruba,None,1F1E6-1F1FC,country-flag,Flags
Islands,None,1F1E6-1F1FD,country-flag,Flags
Azerbaijan,None,1F1E6-1F1FF,country-flag,Flags
Herzegovina,None,1F1E7-1F1E6,country-flag,Flags
Barbados,None,1F1E7-1F1E7,country-flag,Flags
Bangladesh,None,1F1E7-1F1E9,country-flag,Flags
Belgium,None,1F1E7-1F1EA,country-flag,Flags
Faso,None,1F1E7-1F1EB,country-flag,Flags
Bulgaria,None,1F1E7-1F1EC,country-flag,Flags
Bahrain,None,1F1E7-1F1ED,country-flag,Flags
Burundi,None,1F1E7-1F1EE,country-flag,Flags
Benin,None,1F1E7-1F1EF,country-flag,Flags
Barthélemy,None,1F1E7-1F1F1,country-flag,Flags
Bermuda,None,1F1E7-1F1F2,country-flag,Flags
Brunei,None,1F1E7-1F1F3,country-flag,Flags
Bolivia,None,1F1E7-1F1F4,country-flag,Flags
Netherlands,None,1F1E7-1F1F6,country-flag,Flags
Brazil,None,1F1E7-1F1F7,country-flag,Flags
Bahamas,None,1F1E7-1F1F8,country-flag,Flags
Bhutan,None,1F1E7-1F1F9,country-flag,Flags
Island,None,1F1E7-1F1FB,country-flag,Flags
Botswana,None,1F1E7-1F1FC,country-flag,Flags
Belarus,None,1F1E7-1F1FE,country-flag,Flags
Belize,None,1F1E7-1F1FF,country-flag,Flags
Canada,None,1F1E8-1F1E6,country-flag,Flags
Islands,None,1F1E8-1F1E8,country-flag,Flags
Kinshasa,None,1F1E8-1F1E9,country-flag,Flags
Republic,None,1F1E8-1F1EB,country-flag,Flags
Brazzaville,None,1F1E8-1F1EC,country-flag,Flags
Switzerland,None,1F1E8-1F1ED,country-flag,Flags
d’Ivoire,None,1F1E8-1F1EE,country-flag,Flags
Islands,None,1F1E8-1F1F0,country-flag,Flags
Chile,None,1F1E8-1F1F1,country-flag,Flags
Cameroon,None,1F1E8-1F1F2,country-flag,Flags
China,2,1F1E8-1F1F3,country-flag,Flags
Colombia,None,1F1E8-1F1F4,country-flag,Flags
Island,None,1F1E8-1F1F5,country-flag,Flags
Rica,None,1F1E8-1F1F7,country-flag,Flags
Cuba,None,1F1E8-1F1FA,country-flag,Flags
Verde,None,1F1E8-1F1FB,country-flag,Flags
Curaçao,None,1F1E8-1F1FC,country-flag,Flags
Island,None,1F1E8-1F1FD,country-flag,Flags
Cyprus,None,1F1E8-1F1FE,country-flag,Flags
Czechia,None,1F1E8-1F1FF,country-flag,Flags
Germany,8,1F1E9-1F1EA,country-flag,Flags
Garcia,None,1F1E9-1F1EC,country-flag,Flags
Djibouti,None,1F1E9-1F1EF,country-flag,Flags
Denmark,None,1F1E9-1F1F0,country-flag,Flags
Dominica,None,1F1E9-1F1F2,country-flag,Flags
Republic,None,1F1E9-1F1F4,country-flag,Flags
Algeria,None,1F1E9-1F1FF,country-flag,Flags
Melilla,None,1F1EA-1F1E6,country-flag,Flags
Ecuador,None,1F1EA-1F1E8,country-flag,Flags
Estonia,None,1F1EA-1F1EA,country-flag,Flags
Egypt,None,1F1EA-1F1EC,country-flag,Flags
Sahara,None,1F1EA-1F1ED,country-flag,Flags
Eritrea,None,1F1EA-1F1F7,country-flag,Flags
Spain,15,1F1EA-1F1F8,country-flag,Flags
Ethiopia,None,1F1EA-1F1F9,country-flag,Flags
Union,None,1F1EA-1F1FA,country-flag,Flags
Finland,None,1F1EB-1F1EE,country-flag,Flags
Fiji,None,1F1EB-1F1EF,country-flag,Flags
Islands,None,1F1EB-1F1F0,country-flag,Flags
Micronesia,None,1F1EB-1F1F2,country-flag,Flags
Islands,None,1F1EB-1F1F4,country-flag,Flags
France,22,1F1EB-1F1F7,country-flag,Flags
Gabon,None,1F1EC-1F1E6,country-flag,Flags
Kingdom,18,1F1EC-1F1E7,country-flag,Flags
Grenada,None,1F1EC-1F1E9,country-flag,Flags
Georgia,None,1F1EC-1F1EA,country-flag,Flags
Guiana,None,1F1EC-1F1EB,country-flag,Flags
Guernsey,None,1F1EC-1F1EC,country-flag,Flags
Ghana,None,1F1EC-1F1ED,country-flag,Flags
Gibraltar,None,1F1EC-1F1EE,country-flag,Flags
Greenland,None,1F1EC-1F1F1,country-flag,Flags
Gambia,None,1F1EC-1F1F2,country-flag,Flags
Guinea,None,1F1EC-1F1F3,country-flag,Flags
Guadeloupe,None,1F1EC-1F1F5,country-flag,Flags
Guinea,None,1F1EC-1F1F6,country-flag,Flags
Greece,None,1F1EC-1F1F7,country-flag,Flags
Islands,None,1F1EC-1F1F8,country-flag,Flags
Guatemala,None,1F1EC-1F1F9,country-flag,Flags
Guam,None,1F1EC-1F1FA,country-flag,Flags
Guinea-Bissau,None,1F1EC-1F1FC,country-flag,Flags
Guyana,None,1F1EC-1F1FE,country-flag,Flags
China,None,1F1ED-1F1F0,country-flag,Flags
Islands,None,1F1ED-1F1F2,country-flag,Flags
Honduras,None,1F1ED-1F1F3,country-flag,Flags
Croatia,None,1F1ED-1F1F7,country-flag,Flags
Haiti,None,1F1ED-1F1F9,country-flag,Flags
Hungary,None,1F1ED-1F1FA,country-flag,Flags
Islands,None,1F1EE-1F1E8,country-flag,Flags
Indonesia,None,1F1EE-1F1E9,country-flag,Flags
Ireland,None,1F1EE-1F1EA,country-flag,Flags
Israel,None,1F1EE-1F1F1,country-flag,Flags
Man,None,1F1EE-1F1F2,country-flag,Flags
India,None,1F1EE-1F1F3,country-flag,Flags
Territory,None,1F1EE-1F1F4,country-flag,Flags
Iraq,None,1F1EE-1F1F6,country-flag,Flags
Iran,None,1F1EE-1F1F7,country-flag,Flags
Iceland,None,1F1EE-1F1F8,country-flag,Flags
Italy,16,1F1EE-1F1F9,country-flag,Flags
Jersey,None,1F1EF-1F1EA,country-flag,Flags
Jamaica,None,1F1EF-1F1F2,country-flag,Flags
Jordan,None,1F1EF-1F1F4,country-flag,Flags
Japan,8,1F1EF-1F1F5,country-flag,Flags
Kenya,None,1F1F0-1F1EA,country-flag,Flags
Kyrgyzstan,None,1F1F0-1F1EC,country-flag,Flags
Cambodia,None,1F1F0-1F1ED,country-flag,Flags
Kiribati,None,1F1F0-1F1EE,country-flag,Flags
Comoros,None,1F1F0-1F1F2,country-flag,Flags
Nevis,None,1F1F0-1F1F3,country-flag,Flags
Korea,None,1F1F0-1F1F5,country-flag,Flags
Korea,3,1F1F0-1F1F7,country-flag,Flags
Kuwait,None,1F1F0-1F1FC,country-flag,Flags
Islands,None,1F1F0-1F1FE,country-flag,Flags
Kazakhstan,None,1F1F0-1F1FF,country-flag,Flags
Laos,None,1F1F1-1F1E6,country-flag,Flags
Lebanon,None,1F1F1-1F1E7,country-flag,Flags
Lucia,None,1F1F1-1F1E8,country-flag,Flags
Liechtenstein,None,1F1F1-1F1EE,country-flag,Flags
Lanka,None,1F1F1-1F1F0,country-flag,Flags
Liberia,None,1F1F1-1F1F7,country-flag,Flags
Lesotho,None,1F1F1-1F1F8,country-flag,Flags
Lithuania,None,1F1F1-1F1F9,country-flag,Flags
Luxembourg,None,1F1F1-1F1FA,country-flag,Flags
Latvia,None,1F1F1-1F1FB,country-flag,Flags
Libya,None,1F1F1-1F1FE,country-flag,Flags
Morocco,None,1F1F2-1F1E6,country-flag,Flags
Monaco,None,1F1F2-1F1E8,country-flag,Flags
Moldova,None,1F1F2-1F1E9,country-flag,Flags
Montenegro,None,1F1F2-1F1EA,country-flag,Flags
Martin,None,1F1F2-1F1EB,country-flag,Flags
Madagascar,None,1F1F2-1F1EC,country-flag,Flags
Islands,None,1F1F2-1F1ED,country-flag,Flags
Macedonia,None,1F1F2-1F1F0,country-flag,Flags
Mali,None,1F1F2-1F1F1,country-flag,Flags
(Burma),None,1F1F2-1F1F2,country-flag,Flags
Mongolia,None,1F1F2-1F1F3,country-flag,Flags
China,None,1F1F2-1F1F4,country-flag,Flags
Islands,None,1F1F2-1F1F5,country-flag,Flags
Martinique,None,1F1F2-1F1F6,country-flag,Flags
Mauritania,None,1F1F2-1F1F7,country-flag,Flags
Montserrat,None,1F1F2-1F1F8,country-flag,Flags
Malta,None,1F1F2-1F1F9,country-flag,Flags
Mauritius,None,1F1F2-1F1FA,country-flag,Flags
Maldives,None,1F1F2-1F1FB,country-flag,Flags
Malawi,None,1F1F2-1F1FC,country-flag,Flags
Mexico,None,1F1F2-1F1FD,country-flag,Flags
Malaysia,None,1F1F2-1F1FE,country-flag,Flags
Mozambique,None,1F1F2-1F1FF,country-flag,Flags
Namibia,None,1F1F3-1F1E6,country-flag,Flags
Caledonia,None,1F1F3-1F1E8,country-flag,Flags
Niger,None,1F1F3-1F1EA,country-flag,Flags
Island,None,1F1F3-1F1EB,country-flag,Flags
Nigeria,None,1F1F3-1F1EC,country-flag,Flags
Nicaragua,None,1F1F3-1F1EE,country-flag,Flags
Netherlands,None,1F1F3-1F1F1,country-flag,Flags
Norway,None,1F1F3-1F1F4,country-flag,Flags
Nepal,None,1F1F3-1F1F5,country-flag,Flags
Nauru,None,1F1F3-1F1F7,country-flag,Flags
Niue,None,1F1F3-1F1FA,country-flag,Flags
Zealand,None,1F1F3-1F1FF,country-flag,Flags
Oman,None,1F1F4-1F1F2,country-flag,Flags
Panama,None,1F1F5-1F1E6,country-flag,Flags
Peru,None,1F1F5-1F1EA,country-flag,Flags
Polynesia,None,1F1F5-1F1EB,country-flag,Flags
Guinea,None,1F1F5-1F1EC,country-flag,Flags
Philippines,None,1F1F5-1F1ED,country-flag,Flags
Pakistan,None,1F1F5-1F1F0,country-flag,Flags
Poland,None,1F1F5-1F1F1,country-flag,Flags
Miquelon,None,1F1F5-1F1F2,country-flag,Flags
Islands,None,1F1F5-1F1F3,country-flag,Flags
Rico,None,1F1F5-1F1F7,country-flag,Flags
Territories,None,1F1F5-1F1F8,country-flag,Flags
Portugal,None,1F1F5-1F1F9,country-flag,Flags
Palau,None,1F1F5-1F1FC,country-flag,Flags
Paraguay,None,1F1F5-1F1FE,country-flag,Flags
Qatar,None,1F1F6-1F1E6,country-flag,Flags
Réunion,None,1F1F7-1F1EA,country-flag,Flags
Romania,None,1F1F7-1F1F4,country-flag,Flags
Serbia,None,1F1F7-1F1F8,country-flag,Flags
Russia,5,1F1F7-1F1FA,country-flag,Flags
Rwanda,None,1F1F7-1F1FC,country-flag,Flags
Arabia,None,1F1F8-1F1E6,country-flag,Flags
Islands,None,1F1F8-1F1E7,country-flag,Flags
Seychelles,None,1F1F8-1F1E8,country-flag,Flags
Sudan,None,1F1F8-1F1E9,country-flag,Flags
Sweden,None,1F1F8-1F1EA,country-flag,Flags
Singapore,None,1F1F8-1F1EC,country-flag,Flags
Helena,None,1F1F8-1F1ED,country-flag,Flags
Slovenia,None,1F1F8-1F1EE,country-flag,Flags
Mayen,None,1F1F8-1F1EF,country-flag,Flags
Slovakia,None,1F1F8-1F1F0,country-flag,Flags
Leone,None,1F1F8-1F1F1,country-flag,Flags
Marino,None,1F1F8-1F1F2,country-flag,Flags
Senegal,None,1F1F8-1F1F3,country-flag,Flags
Somalia,None,1F1F8-1F1F4,country-flag,Flags
Suriname,None,1F1F8-1F1F7,country-flag,Flags
Sudan,None,1F1F8-1F1F8,country-flag,Flags
Príncipe,None,1F1F8-1F1F9,country-flag,Flags
Salvador,None,1F1F8-1F1FB,country-flag,Flags
Maarten,None,1F1F8-1F1FD,country-flag,Flags
Syria,None,1F1F8-1F1FE,country-flag,Flags
Swaziland,None,1F1F8-1F1FF,country-flag,Flags
Cunha,None,1F1F9-1F1E6,country-flag,Flags
Islands,None,1F1F9-1F1E8,country-flag,Flags
Chad,None,1F1F9-1F1E9,country-flag,Flags
Territories,None,1F1F9-1F1EB,country-flag,Flags
Togo,None,1F1F9-1F1EC,country-flag,Flags
Thailand,None,1F1F9-1F1ED,country-flag,Flags
Tajikistan,None,1F1F9-1F1EF,country-flag,Flags
Tokelau,None,1F1F9-1F1F0,country-flag,Flags
Timor-Leste,None,1F1F9-1F1F1,country-flag,Flags
Turkmenistan,None,1F1F9-1F1F2,country-flag,Flags
Tunisia,None,1F1F9-1F1F3,country-flag,Flags
Tonga,None,1F1F9-1F1F4,country-flag,Flags
Turkey,None,1F1F9-1F1F7,country-flag,Flags
Tobago,None,1F1F9-1F1F9,country-flag,Flags
Tuvalu,None,1F1F9-1F1FB,country-flag,Flags
Taiwan,None,1F1F9-1F1FC,country-flag,Flags
Tanzania,None,1F1F9-1F1FF,country-flag,Flags
Ukraine,None,1F1FA-1F1E6,country-flag,Flags
Uganda,None,1F1FA-1F1EC,country-flag,Flags
Islands,None,1F1FA-1F1F2,country-flag,Flags
Nations,None,1F1FA-1F1F3,country-flag,Flags
States,31,1F1FA-1F1F8,country-flag,Flags
Uruguay,None,1F1FA-1F1FE,country-flag,Flags
Uzbekistan,None,1F1FA-1F1FF,country-flag,Flags
City,None,1F1FB-1F1E6,country-flag,Flags
Grenadines,None,1F1FB-1F1E8,country-flag,Flags
Venezuela,None,1F1FB-1F1EA,country-flag,Flags
Islands,None,1F1FB-1F1EC,country-flag,Flags
Islands,None,1F1FB-1F1EE,country-flag,Flags
Vietnam,None,1F1FB-1F1F3,country-flag,Flags
Vanuatu,None,1F1FB-1F1FA,country-flag,Flags
Futuna,None,1F1FC-1F1EB,country-flag,Flags
Samoa,None,1F1FC-1F1F8,country-flag,Flags
Kosovo,None,1F1FD-1F1F0,country-flag,Flags
Yemen,None,1F1FE-1F1EA,country-flag,Flags
Mayotte,None,1F1FE-1F1F9,country-flag,Flags
Africa,None,1F1FF-1F1E6,country-flag,Flags
Zambia,None,1F1FF-1F1F2,country-flag,Flags
Zimbabwe,None,1F1FF-1F1FC,country-flag,Flags
England,None,1F3F4-E0067-E0062-E0065-E006E-E0067-E007F,subdivision-flag,Flags
Scotland,None,1F3F4-E0067-E0062-E0073-E0063-E0074-E007F,subdivision-flag,Flags
Wales,None,1F3F4-E0067-E0062-E0077-E006C-E0073-E007F,subdivision-flag,Flags
